date,slot,price_yuan_per_kwh,grid_purchase_plan_kwh,load_actual_kwh,pv_actual_kwh,soc_real_start_kwh,soc_real_end_kwh,plan_terminal_soc_kwh,x_real_kwh,y_real_kwh,q_real_kwh,z_real_kwh,emergency_purchase_kwh,planned_cost_slot_yuan,emergency_cost_slot_yuan,total_cost_slot_yuan,effective_contract_kwh,load_forecast_kwh,pv_forecast_kwh,run_label,rolling_primary_status,rolling_secondary_status,rolling_tertiary_status,rolling_primary_star,rolling_terminal_gap_star,rolling_max_violation,rolling_tertiary_throughput_star,source_time
2025-08-18,101,0.9163,670.8965458458466,1196.37385,483.1432,10706.202209296687,10659.164315792072,1199.9999999999998,0.0,670.8965458458466,0.0,42.33410415415335,0.0,614.7425049585493,0.0,614.7425049585493,670.8965458458466,1199.1039333333333,475.42191958566525,Q3 FINAL,optimal,optimal,optimal,82.57972550657672,0.0,1e-07,10071.031297968948,16:50:00
2025-08-18,102,0.9264,824.7065575136326,1219.2716666666665,416.60624999999993,10659.164315792072,10679.00134255434,1199.9999999999998,22.04114084696596,802.6654166666666,0.0,0.0,0.0,764.0081548806291,0.0,764.0081548806291,824.7065575136326,1220.1166666666666,407.79776854401086,Q3 FINAL,optimal,optimal,optimal,66.08096035014574,0.0,1e-07,10041.369671085115,17:00:00
2025-08-18,103,0.9462,915.9432215772999,1180.43955,361.58826666666664,10679.00134255434,10766.38408697391,1199.9999999999998,97.09193824396652,818.8512833333334,0.0,0.0,0.0,866.6654762564413,0.0,866.6654762564413,915.9432215772999,1259.869275,358.302210364658,Q3 FINAL,optimal,optimal,optimal,0.0,0.0,1e-07,10091.242801466251,17:10:00
2025-08-18,104,0.9742,957.2160200347637,1203.5310833333333,308.9053333333333,10766.38408697391,10798.652333099737,1199.9999999999998,35.85360680647432,921.3624132282894,0.0,0.0,0.0,932.5198467178667,0.0,932.5198467178667,957.2160200347637,1247.9612083333332,308.80665218530504,Q3 FINAL,optimal,optimal,optimal,0.0,0.0,1e-07,10003.860057046682,17:20:00
2025-08-18,105,0.9862,965.0078923322508,1296.1066666666666,255.51874999999998,10798.652333099737,10714.67452828372,1199.9999999999998,0.0,965.0078923322508,0.0,75.58002433441584,0.0,951.6907834180657,0.0,951.6907834180657,965.0078923322508,1225.6791666666668,259.3110940059521,Q3 FINAL,optimal,optimal,optimal,50.90673791531406,0.0,1.0000000116860974e-07,10082.795917376592,17:30:00
2025-08-18,106,0.976,1069.186531813773,1304.0850999999998,205.94764999999998,10714.67452828372,10682.506841410135,1199.9999999999998,0.0,1069.186531813773,0.0,28.950918186226772,0.0,1043.5260550502423,0.0,1043.5260550502423,1069.186531813773,1275.825425,209.81553582659916,Q3 FINAL,optimal,optimal,optimal,117.42739682717621,0.0,1e-07,9993.100155808399,17:40:00
2025-08-18,107,1.0742,978.6588397662508,1130.3765333333333,159.6877333333333,10682.506841410135,10689.67987719976,1199.9999999999998,7.970039766250807,970.6888,0.0,0.0,0.0,1051.2753256769067,0.0,1051.2753256769067,978.6588397662508,1163.2546333333332,160.31997764724628,Q3 FINAL,optimal,optimal,optimal,52.578808669554434,0.0,1.0000000116860974e-07,9975.27854051357,17:50:00
2025-08-18,108,1.2313,813.8419356232635,909.6466666666666,115.92499999999998,10689.67987719976,10707.788119260696,1199.9999999999998,20.12026895659676,793.7216666666667,0.0,0.0,0.0,1002.0835753329243,0.0,1002.0835753329243,813.8419356232635,942.6716666666666,110.8244194678933,Q3 FINAL,optimal,optimal,optimal,0.0,0.0,1e-07,9983.583582767915,18:00:00
2025-08-18,109,1.2561,819.9433489795507,890.1734833333333,74.41376666666666,10707.788119260696,10711.553388342292,1215.0596982033715,4.183632312884129,815.7597166666666,0.0,0.0,0.0,1029.9308406532136,0.0,1029.9308406532136,819.9433489795507,923.1922500000001,94.46038172351788,Q3 FINAL,optimal,optimal,optimal,0.0,0.0,1.0000007932831068e-07,9871.670157045319,18:10:00
2025-08-18,110,1.2447,910.4144091715931,919.4071333333333,33.54163333333333,10711.553388342292,10733.647406596727,1215.0596982033715,24.54890917159321,885.8654999999999,0.0,0.0,0.0,1133.1928150958818,0.0,1133.1928150958818,910.4144091715931,955.8627416666666,75.5683053788143,Q3 FINAL,optimal,optimal,optimal,0.0,0.0,1.0000007932831068e-07,9867.904887963723,18:20:00
